Category,Age,Gender,Users,New Users,Sessions,Bounce Rate,Pages / Session,Avg. Session Duration,Transactions,Revenue,Ecommerce Conversion Rate
Computers & Electronics/Computer Hardware/Computer Components/Chips & Processors,64+,Male,161,128,274,0.296,7.56,00:04:59,15,1937.9,0.0547
Home & Garden/Home Safety & Security/Home Alarm & Security Systems,64+,Male,161,127,273,0.282,5.59,00:03:21,11,955.01,0.0403
Arts & Entertainment/Movies/DVD & Video Shopping,64+,Male,160,125,318,0.248,6.8,00:04:12,12,700.04,0.0377
Business & Industrial/Business Services/Office Supplies/Office Furniture,64+,Male,159,116,303,0.281,8.42,00:04:56,11,1607.72,0.0363
Hobbies & Leisure/Special Occasions/Holidays & Seasonal Events/New Year,64+,Male,159,108,300,0.33,5.9,00:03:47,8,911.19,0.0267
Jobs & Education/Education/Teaching & Classroom Resources,64+,Male,159,125,290,0.286,6.25,00:04:55,17,1702.94,0.0586
Computers & Electronics/Consumer Electronics/Gadgets & Portable Electronics/E-Book Readers,64+,Male,158,141,259,0.266,6.29,00:04:22,15,1234.11,0.0579
Business & Industrial/Business Services/E-Commerce Services,64+,Male,157,125,393,0.272,5,00:03:39,6,495.2,0.0153
Real Estate/Real Estate Services/Property Inspections & Appraisals,64+,Male,157,126,253,0.32,5.43,00:04:36,9,832.61,0.0356
Autos & Vehicles/Motor Vehicles (By Brand)/Subaru,64+,Male,156,126,278,0.255,4.92,00:03:19,5,437.53,0.018
Business & Industrial/Energy & Utilities/Renewable & Alternative Energy/Wind Power,64+,Male,156,132,271,0.28,5.6,00:04:05,11,948.32,0.0406
Hobbies & Leisure/Outdoors,64+,Male,155,118,339,0.28,4.79,00:03:33,14,1008.71,0.0413
Computers & Electronics/Consumer Electronics/Game Systems & Consoles/Nintendo,64+,Male,154,126,285,0.221,7.08,00:04:29,11,585.17,0.0386
People & Society/Social Sciences/Psychology,64+,Male,154,129,253,0.372,6.08,00:04:11,12,890.99,0.0474
Shopping/Apparel/Swimwear,64+,Male,154,124,281,0.402,4.12,00:02:56,4,225.9,0.0142
Beauty & Fitness/Face & Body Care/Skin & Nail Care,64+,Male,153,125,290,0.328,5.37,00:04:01,9,582.76,0.031
Computers & Electronics/Computer Hardware/Computer Components/Sound & Video Cards,64+,Male,153,126,242,0.285,6.82,00:04:59,18,1670.8,0.0744
Food & Drink/Food & Grocery Delivery,64+,Male,153,113,257,0.327,4,00:03:13,7,885.34,0.0272
Games/Computer & Video Games/Adventure Games,64+,Male,153,128,259,0.378,4.66,00:03:51,10,529.83,0.0386
Shopping/Photo & Video Services/Stock Photography,64+,Male,153,128,223,0.341,6.13,00:03:12,7,432.38,0.0314
Business & Industrial/Agriculture & Forestry,64+,Male,151,117,253,0.348,6,00:04:01,11,1034.25,0.0435
Computers & Electronics/Computer Hardware/Computer Drives & Storage/Data Backup & Recovery,64+,Male,150,124,295,0.292,6.07,00:04:27,18,1817.84,0.061
Science/Mathematics/Statistics,64+,Male,150,123,314,0.325,5.63,00:03:37,6,774.94,0.0191
Autos & Vehicles/Motor Vehicles (By Type)/Microcars & Subcompacts,64+,Male,149,112,316,0.32,5.66,00:03:50,12,1501.78,0.038
Shopping/Apparel/Casual Apparel/Denim Wear,64+,Male,149,122,312,0.308,5.98,00:03:49,5,300.25,0.016
Computers & Electronics/Programming/Java (Programming Language),64+,Male,148,120,301,0.226,7.16,00:05:29,20,1869.76,0.0664
Autos & Vehicles/Motor Vehicles (By Brand)/Jeep,64+,Male,147,120,220,0.291,6.44,00:03:36,6,683.33,0.0273
Computers & Electronics/Software/Multimedia Software/Graphics & Animation Software,64+,Male,147,137,245,0.274,8.34,00:06:43,12,1712.84,0.049
Business & Industrial/Chemicals Industry/Plastics & Polymers,64+,Male,146,125,250,0.248,7.42,00:04:49,13,757.46,0.052
Food & Drink/Beverages/Coffee & Tea/Tea,64+,Male,146,111,312,0.295,5.99,00:03:54,7,626.52,0.0224
Arts & Entertainment/Visual Art & Design/Design/Graphic Design,64+,Male,145,124,228,0.272,6.21,00:05:11,13,1036.77,0.057
Travel & Transportation/Tourist Destinations,64+,Male,145,114,257,0.428,5.44,00:02:54,5,1025.45,0.0195
Computers & Electronics/Consumer Electronics/Camera & Photo Equipment,64+,Male,144,119,261,0.314,4.67,00:03:05,7,302.09,0.0268
Shopping/Apparel/Clothing Accessories/Socks & Hosiery,64+,Male,144,110,294,0.32,4.87,00:03:04,10,733.44,0.034
Finance/Banking/Money Transfer & Wire Services,64+,Male,143,115,297,0.313,6.14,00:03:58,8,528.85,0.0269
Games/Board Games/Miniatures & Wargaming,64+,Male,143,117,246,0.337,6.25,00:04:27,14,955.68,0.0569
Autos & Vehicles/Motor Vehicles (By Brand)/Mitsubishi,64+,Male,142,115,222,0.342,6.54,00:04:12,12,1074.47,0.0541
Pets & Animals/Animal Products & Services/Animal Welfare,64+,Male,142,118,213,0.376,4.01,00:02:01,1,90,0.0047
Shopping/Apparel/Clothing Accessories/Gems & Jewelry/Rings,64+,Male,142,120,243,0.329,5.91,00:03:58,13,812.34,0.0535
Reference/General Reference/Forms Guides & Templates,64+,Male,141,117,241,0.266,6.22,00:04:39,15,939.51,0.0622
Autos & Vehicles/Motor Vehicles (By Brand)/Saab,64+,Male,140,115,243,0.321,5.06,00:03:08,8,724.6,0.0329
Home & Garden/Kitchen & Dining/Major Kitchen Appliances/Microwaves,64+,Male,140,113,261,0.341,4.4,00:03:01,8,440.9,0.0307
Business & Industrial/Automotive Industry,64+,Male,138,109,255,0.247,6.22,00:04:14,8,600.75,0.0314
Business & Industrial/Business Finance/Investment Banking,64+,Male,138,105,223,0.265,4.9,00:03:27,12,1100.83,0.0538
Business & Industrial/Shipping & Logistics/Import & Export,64+,Male,138,114,282,0.358,6.11,00:04:47,7,515.96,0.0248
Games/Computer & Video Games/Sandbox Games,64+,Male,138,125,206,0.408,6.66,00:03:48,6,564.48,0.0291
People & Society/Social Sciences/Archaeology,64+,Male,138,111,235,0.37,4.71,00:03:36,8,398.61,0.034
Arts & Entertainment/Music & Audio/Music Reference/Sheet Music,64+,Male,137,111,289,0.228,11.53,00:07:00,14,1142.24,0.0484
Arts & Entertainment/Music & Audio/Vocals & Show Tunes,64+,Male,137,103,289,0.356,4.38,00:03:41,8,687.69,0.0277
Arts & Entertainment/Visual Art & Design/Design/Interior Design,64+,Male,136,115,272,0.276,5.7,00:04:10,12,1400.61,0.0441
Food & Drink/Cooking & Recipes/Cuisines/East Asian Cuisine/Japanese Cuisine,64+,Male,136,105,285,0.337,6.39,00:05:00,4,257.96,0.014
Real Estate,64+,Male,136,107,240,0.346,6.52,00:04:53,10,1166.62,0.0417
Sports/Water Sports/Swimming,64+,Male,136,120,282,0.362,5.44,00:02:10,12,1402.9,0.0426
Beauty & Fitness/Face & Body Care/Skin & Nail Care/Face Care Products/Anti-Aging Skin Care Products,64+,Male,135,112,284,0.363,6.13,00:04:23,12,750.73,0.0423
Computers & Electronics/Consumer Electronics/Game Systems & Consoles/Xbox,64+,Male,135,114,229,0.28,5.59,00:02:47,8,529.18,0.0349
Jobs & Education/Education/Training & Certification,64+,Male,135,103,249,0.329,6.72,00:05:06,8,385.09,0.0321
Real Estate/Real Estate Listings/Lots & Land,64+,Male,135,105,242,0.281,7.04,00:04:35,13,1306.77,0.0537
Arts & Entertainment/Entertainment Industry/Recording Industry/Music Awards,64+,Male,134,108,206,0.316,5.13,00:03:17,10,763.7,0.0485
Computers & Electronics/Software/Business & Productivity Software/Presentation Software,64+,Male,134,115,219,0.21,6.71,00:03:43,16,1321.13,0.0731
Games/Computer & Video Games/Driving & Racing Games,64+,Male,134,111,255,0.361,6.47,00:04:48,13,1038.46,0.051
Home & Garden/Home Appliances/Water Filters & Purifiers,64+,Male,134,100,263,0.361,5.91,00:03:46,10,546.94,0.038
Sports/Individual Sports/Gymnastics,64+,Male,134,111,351,0.359,7.17,00:04:39,7,739.27,0.0199
Beauty & Fitness/Fitness/Gyms & Health Clubs,64+,Male,133,110,203,0.286,4.45,00:02:52,3,327.5,0.0148
Business & Industrial/Manufacturing,64+,Male,133,109,231,0.299,5.77,00:03:22,6,693.55,0.026
Business & Industrial/Shipping & Logistics/Packaging,64+,Male,133,108,254,0.347,5.07,00:02:58,11,964.39,0.0433
Food & Drink/Food/Dairy & Eggs/Cheese,64+,Male,133,105,241,0.415,5.01,00:03:26,13,962.6,0.0539
Computers & Electronics/Software/Multimedia Software/Media Players,64+,Male,132,119,210,0.295,6.01,00:03:21,11,1016.35,0.0524
Games/Tile Games,64+,Male,132,109,217,0.295,4.31,00:03:03,11,1021.25,0.0507
Shopping/Apparel/Sleepwear,64+,Male,132,114,227,0.383,5.18,00:03:01,6,552.66,0.0264
Business & Industrial/Construction & Maintenance/Civil Engineering,64+,Male,131,109,229,0.314,5.45,00:03:47,9,1034.15,0.0393
Computers & Electronics/Consumer Electronics/Audio Equipment,64+,Male,130,103,245,0.367,4.92,00:03:08,4,358.8,0.0163
Games/Computer & Video Games/Sports Games,64+,Male,130,108,191,0.262,6.17,00:04:21,5,328.1,0.0262
Beauty & Fitness/Fitness/Yoga & Pilates,64+,Male,129,99,278,0.335,5.76,00:03:44,7,583.53,0.0252
Business & Industrial/Business Services/Office Supplies/Office Furniture/Office Chairs,64+,Male,129,102,270,0.333,5.46,00:03:32,9,455.61,0.0333
Arts & Entertainment/Music & Audio/World Music/Middle Eastern & North African Music,64+,Male,128,105,302,0.348,5.16,00:03:06,4,358.19,0.0132
Business & Industrial/Energy & Utilities/Renewable & Alternative Energy,64+,Male,128,96,210,0.319,6.55,00:04:20,8,1030.99,0.0381
Business & Industrial/Business Operations/Human Resources/Compensation & Benefits,64+,Male,127,105,200,0.29,6.35,00:04:02,10,1244.67,0.05
Business & Industrial/Industrial Materials & Equipment/Generators,64+,Male,126,105,219,0.311,6.61,00:05:18,8,952.87,0.0365
Business & Industrial/Printing & Publishing,64+,Male,126,101,257,0.28,7.33,00:05:28,14,1173.32,0.0545
Computers & Electronics/Software/Multimedia Software/Photo & Video Software/Video Software/Video File Formats & Codecs,64+,Male,126,107,198,0.384,5.24,00:03:24,4,330.98,0.0202
Finance/Insurance/Travel Insurance,64+,Male,126,96,281,0.345,5.25,00:04:16,13,1378.59,0.0463
Food & Drink/Cooking & Recipes/Cuisines/Southeast Asian Cuisine/Thai Cuisine,64+,Male,126,101,240,0.338,5.59,00:04:23,10,710.92,0.0417
News/World News,64+,Male,126,96,274,0.27,6.32,00:04:11,8,615.89,0.0292
Law & Government/Public Safety/Crime & Justice,64+,Male,125,103,227,0.401,5.83,00:03:59,5,816.16,0.022
Arts & Entertainment/Entertainment Industry/Film & TV Industry,64+,Male,124,100,206,0.481,3.52,00:01:47,3,377.3,0.0146
Games/Computer & Video Games/Simulation Games/Vehicle Simulators,64+,Male,124,109,216,0.259,6.54,00:03:50,7,567.15,0.0324
Pets & Animals/Pets/Reptiles & Amphibians,64+,Male,124,103,253,0.36,4.78,00:03:21,8,588.2,0.0316
Arts & Entertainment/Entertainment Industry/Film & TV Industry/Film & TV Production,64+,Male,123,102,205,0.273,6.84,00:05:08,11,999.88,0.0537
Food & Drink/Cooking & Recipes/Desserts/Ice Cream & Frozen Desserts,64+,Male,123,104,189,0.265,5.35,00:03:48,6,461.5,0.0317
Hobbies & Leisure/Crafts/Art & Craft Supplies,64+,Male,123,96,211,0.308,3.9,00:01:54,5,178.8,0.0237
Pets & Animals/Animal Products & Services,64+,Male,123,107,195,0.374,4.53,00:02:52,7,574.9,0.0359
Autos & Vehicles/Vehicle Parts & Services/Vehicle Parts & Accessories/Auto Batteries,64+,Male,121,98,203,0.315,6.12,00:04:22,6,480.35,0.0296
Business & Industrial/Business Services/E-Commerce Services/Merchant Services & Payment Systems,64+,Male,121,95,255,0.228,7.52,00:05:12,8,997.1,0.0314
Home & Garden/Kitchen & Dining/Small Kitchen Appliances/Blenders & Juicers,64+,Male,120,99,226,0.354,5.11,00:03:46,6,266.85,0.0265
Sports/Sporting Goods,64+,Male,120,95,201,0.343,5.46,00:04:27,2,293.76,0.01
Beauty & Fitness/Face & Body Care/Hygiene & Toiletries/Toothbrushes,64+,Male,119,81,205,0.356,6.38,00:03:15,9,1133.1,0.0439
Business & Industrial/Business Services/Signage,64+,Male,119,99,216,0.333,6.14,00:03:14,7,883.03,0.0324
Finance/Credit & Lending/Credit Reporting & Monitoring,64+,Male,118,92,219,0.242,6.29,00:04:09,6,462.04,0.0274
People & Society/Subcultures & Niche Interests/Science Fiction & Fantasy,64+,Male,117,97,218,0.294,6.07,00:04:34,4,643.66,0.0183
Science/Biological Sciences,64+,Male,117,89,202,0.386,5.29,00:04:15,7,542.7,0.0347
Arts & Entertainment/Movies/Documentary Films,64+,Male,116,98,187,0.251,5.28,00:04:23,5,372.39,0.0267
Arts & Entertainment/Music & Audio/Music Equipment & Technology/DJ Resources & Equipment,64+,Male,116,93,190,0.363,5.69,00:03:58,5,404.15,0.0263
Law & Government/Legal,64+,Male,116,88,212,0.264,6.83,00:04:36,7,1008.88,0.033
Business & Industrial/Energy & Utilities/Water Supply & Treatment,64+,Male,115,89,207,0.372,5.78,00:04:12,11,757.61,0.0531
Finance/Investing/Socially Responsible Investing,64+,Male,115,96,194,0.284,6.13,00:04:04,11,1076.07,0.0567
Food & Drink/Cooking & Recipes/Salads,64+,Male,115,91,196,0.332,4.31,00:02:45,4,302.3,0.0204
Autos & Vehicles/Vehicle Parts & Services/Vehicle Repair & Maintenance/Collision & Auto Body Repair,64+,Male,114,85,208,0.346,5.61,00:03:46,5,801.42,0.024
Law & Government/Military/Army,64+,Male,114,95,248,0.339,6.81,00:05:15,6,588.49,0.0242
Beauty & Fitness/Beauty Pageants,64+,Male,113,89,198,0.404,4.87,00:03:31,3,295.76,0.0152
Games/Card Games/Collectible Card Games,64+,Male,113,90,176,0.301,8.24,00:05:09,8,1046.26,0.0455
Internet & Telecom/Mobile & Wireless/Mobile Apps & Add-Ons/Ringtones & Mobile Themes,64+,Male,113,95,185,0.465,4.49,00:02:20,5,399.46,0.027
"Computers & Electronics/Computer Hardware/Computer Peripherals/Printers, Copiers & Fax Machines/3D Printers & Scanners",64+,Male,112,97,221,0.326,5.13,00:04:15,9,759.56,0.0407
Food & Drink/Cooking & Recipes/Cuisines/German Cuisine,64+,Male,112,100,190,0.326,4.68,00:03:24,5,362.21,0.0263
Food & Drink/Cooking & Recipes/Cuisines/Latin American Cuisine/Mexican Cuisine,64+,Male,112,96,188,0.362,5.43,00:03:10,3,176.38,0.016
Internet & Telecom/Mobile & Wireless,64+,Male,112,90,211,0.242,6.68,00:04:52,7,856.49,0.0332
Law & Government/Military/Marines,64+,Male,112,95,181,0.359,5.81,00:03:01,6,700.22,0.0331
"Computers & Electronics/Computer Hardware/Computer Peripherals/Printers, Copiers & Fax Machines/Scanners",64+,Male,111,86,181,0.343,4.84,00:03:23,3,202.45,0.0166
Business & Industrial/Industrial Materials & Equipment/Fluid Handling,64+,Male,110,86,184,0.288,5.34,00:03:21,6,258.15,0.0326
Computers & Electronics/Networking/Data Formats & Protocols,64+,Male,110,95,164,0.262,7.46,00:05:47,11,652.1,0.0671
Computers & Electronics/Software/Business & Productivity Software/Word Processing Software,64+,Male,110,94,183,0.23,7.98,00:06:50,11,2034.31,0.0601
Business & Industrial/Hospitality Industry/Food Service/Restaurant Supply,64+,Male,109,88,181,0.348,5.35,00:02:56,6,718.41,0.0331
Computers & Electronics/Consumer Electronics/Camera & Photo Equipment/Cameras & Camcorders/Camcorders/Body Mounted & Action Cameras,64+,Male,108,89,185,0.254,7.01,00:04:51,9,816.3,0.0486
Computers & Electronics/Consumer Electronics/Gadgets & Portable Electronics/MP3 & Portable Media Players,64+,Male,108,88,194,0.33,4.61,00:03:39,4,193.84,0.0206
Food & Drink/Food/Cooking Fats & Oils,64+,Male,108,87,212,0.429,3.68,00:02:40,5,481.93,0.0236
Sports/Extreme Sports/Climbing & Mountaineering,64+,Male,108,90,197,0.345,5.77,00:02:47,8,852.6,0.0406
Sports/Sports Fan Gear & Apparel,64+,Male,108,79,266,0.368,6.25,00:03:42,4,261.22,0.015
Shopping/Toys/Dolls & Accessories,64+,Male,107,83,195,0.297,5.54,00:03:40,4,469.38,0.0205
Business & Industrial/Chemicals Industry/Agrochemicals,64+,Male,106,86,170,0.341,5.11,00:02:46,7,348.35,0.0412
Food & Drink/Cooking & Recipes/Cuisines/Latin American Cuisine/Caribbean Cuisine,64+,Male,106,86,196,0.296,6.31,00:04:07,11,863.49,0.0561
Arts & Entertainment/Movies/Action & Adventure Films/Martial Arts Films,64+,Male,105,86,179,0.369,4.8,00:03:04,4,279.9,0.0223
Law & Government/Government/Embassies & Consulates,64+,Male,105,78,226,0.385,5.16,00:03:17,4,453.25,0.0177
Business & Industrial/Business Operations/Human Resources/Recruitment & Staffing,64+,Male,104,81,210,0.262,6.51,00:04:38,8,1189.38,0.0381
Food & Drink/Restaurants/Restaurant Reviews & Reservations,64+,Male,104,79,193,0.326,5.32,00:03:45,7,823.62,0.0363
Home & Garden/Kitchen & Dining/Cookware & Diningware/Cookware/Kitchen Utensils & Gadgets,64+,Male,104,79,189,0.233,7.35,00:04:30,3,267.35,0.0159
Internet & Telecom/Web Services/Web Hosting & Domain Registration,64+,Male,104,90,153,0.307,5.97,00:03:18,7,681.12,0.0458
Food & Drink/Beverages/Soft Drinks,64+,Male,103,83,208,0.356,7.33,00:04:58,6,309.75,0.0288
Home & Garden/Kitchen & Dining/Small Kitchen Appliances/Toasters & Toaster Ovens,64+,Male,103,79,211,0.242,6.61,00:04:27,7,517.59,0.0332
Shopping/Apparel/Apparel Services,64+,Male,103,77,308,0.351,6.23,00:04:00,9,921.27,0.0292
Arts & Entertainment/Humor/Political Humor,64+,Male,102,90,168,0.351,4.92,00:02:51,4,222.38,0.0238
Autos & Vehicles/Motor Vehicles (By Brand)/Ferrari,64+,Male,102,80,194,0.232,6.97,00:04:01,8,731.73,0.0412
Computers & Electronics/Programming/Development Tools,64+,Male,102,89,200,0.315,6.6,00:04:00,9,837.64,0.045
Shopping/Apparel/Formal Wear,64+,Male,102,79,221,0.339,6.19,00:03:48,4,718.79,0.0181
Beauty & Fitness/Face & Body Care/Hygiene & Toiletries,64+,Male,101,83,195,0.277,5.72,00:03:43,5,655.67,0.0256
Computers & Electronics/Consumer Electronics/Virtual Reality Devices,64+,Male,101,87,164,0.317,7.41,00:04:51,13,1658.02,0.0793
Science/Computer Science/Machine Learning & Artificial Intelligence,64+,Male,101,85,197,0.325,6.89,00:05:34,4,164.95,0.0203
Shopping/Wholesalers & Liquidators,64+,Male,101,82,206,0.364,5.43,00:03:29,4,251.9,0.0194
Business & Industrial/Small Business,64+,Male,100,74,206,0.32,5.04,00:02:48,9,788.73,0.0437
Home & Garden/HVAC & Climate Control/Air Filters & Purifiers,64+,Male,100,72,222,0.261,6.13,00:03:36,9,993.66,0.0405
Travel & Transportation/Transportation/Taxi & Ride Hail Services,64+,Male,100,85,179,0.374,5.18,00:03:35,4,178.07,0.0223
Arts & Entertainment/Music & Audio/World Music/Latin American Music,64+,Male,99,77,137,0.387,4.95,00:03:32,4,480.07,0.0292
Business & Industrial/Business Services/Consulting,64+,Male,99,79,213,0.263,4.77,00:03:23,10,827.01,0.0469
Law & Government/Public Safety/Crime & Justice/Gangs & Organized Crime,64+,Male,99,77,192,0.344,6.45,00:04:24,4,279.29,0.0208
Science/Scientific Equipment,64+,Male,99,77,210,0.295,6.03,00:04:02,12,1277.26,0.0571
Shopping/Apparel/Costumes,64+,Male,99,71,189,0.386,5.7,00:03:11,7,544.73,0.037
Arts & Entertainment/Music & Audio/Music Equipment & Technology/Samples & Sound Libraries,64+,Male,98,84,205,0.263,7.16,00:04:46,10,940.67,0.0488
Autos & Vehicles/Motor Vehicles (By Type)/Convertibles,64+,Male,97,77,170,0.359,4.9,00:03:28,8,486.17,0.0471
Beauty & Fitness/Face & Body Care/Unwanted Body & Facial Hair Removal,64+,Male,97,79,171,0.339,5.94,00:04:06,7,654.04,0.0409
Home & Garden/Home Storage & Shelving/Cabinetry,64+,Male,97,75,182,0.379,3.99,00:02:42,7,342.11,0.0385
Finance/Credit & Lending/Loans/Vehicle Financing/Auto Financing,64+,Male,96,75,206,0.422,3.93,00:02:23,7,783.6,0.034
Food & Drink/Cooking & Recipes/Cuisines/Vegetarian Cuisine,64+,Male,96,83,158,0.348,5.18,00:03:13,4,234.9,0.0253
Hobbies & Leisure/Water Activities/Diving & Underwater Activities,64+,Male,96,76,191,0.346,5.12,00:03:24,3,418.71,0.0157
People & Society/Family & Relationships/Family/Parenting/Adoption,64+,Male,96,71,213,0.479,4.29,00:02:46,8,345.69,0.0376
Science/Engineering & Technology/Robotics,64+,Male,96,81,165,0.333,5.21,00:02:57,5,308.9,0.0303
Computers & Electronics/Computer Hardware/Computer Servers,64+,Male,95,74,191,0.267,6.61,00:05:40,9,587.72,0.0471
Hobbies & Leisure/Crafts/Ceramics & Pottery,64+,Male,95,77,140,0.343,7.96,00:05:16,3,329.55,0.0214
Arts & Entertainment/Visual Art & Design/Art Museums & Galleries,64+,Male,94,69,164,0.354,4.28,00:03:10,2,135,0.0122
Autos & Vehicles/Motor Vehicles (By Brand)/Maserati,64+,Male,94,71,180,0.283,7.13,00:05:27,6,711.03,0.0333
Computers & Electronics/Consumer Electronics/TV & Video Equipment/DVRs & Set-Top Boxes,64+,Male,94,78,164,0.329,4.86,00:03:38,5,573.51,0.0305
Finance/Credit & Lending/Loans,64+,Male,94,73,202,0.317,6.24,00:04:00,6,626.66,0.0297
Home & Garden/Kitchen & Dining/Small Kitchen Appliances/Food Mixers,64+,Male,94,77,150,0.26,5.49,00:04:11,8,298.34,0.0533
Law & Government/Public Safety/Crime & Justice/Corporate & Financial Crime,64+,Male,94,78,195,0.323,7.5,00:04:39,16,1643.71,0.0821
Business & Industrial/Agriculture & Forestry/Horticulture,64+,Male,93,76,166,0.398,5.19,00:04:29,6,265.37,0.0361
"Business & Industrial/Shipping & Logistics/Mail & Package Delivery/Couriers, Messengers & Home Delivery Services",64+,Male,93,73,165,0.339,4.02,00:02:42,1,120,0.0061
Computers & Electronics/Enterprise Technology,64+,Male,93,74,177,0.333,5.71,00:03:17,7,997.39,0.0395
Arts & Entertainment/TV & Video/TV Commercials,64+,Male,92,70,131,0.351,4.52,00:03:08,8,471.09,0.0611
Computers & Electronics/Consumer Electronics/Car Electronics/Car Video,64+,Male,92,73,184,0.304,4.61,00:03:13,9,2210.1,0.0489
Computers & Electronics/Consumer Electronics/TV & Video Equipment/Projectors & Screens,64+,Male,92,76,146,0.274,7.18,00:05:26,6,414.08,0.0411
